WazaID	ExtentionType	Type	Category	DamageType	Power	CriticalRank	HpRecoverRatio	ShrinkPer	SickParamSickID	SickParamPer	SickParamSickCont	SickParamSickTurnMin	SickParamSickTurnMax	RankEffect0Type	RankEffect0Value	RankEffect0Per	RankEffect1Type	RankEffect1Value	RankEffect1Per	RankEffect2Type	RankEffect2Value	RankEffect2Per	DamageRecoverRatio	DamageDrainRatio	IsGuard	IsAvoidByFloat	IsTouch	IsCut	IsWind	CanThroughMigawari	CanMeltFrozen	IsHpRecover	IsKaihukuHuuziEnable	IsYubiWoHuruPermit	IsSick	IsMamoruEnable	CantKill	ValueEffectRatio
8	0	14	4	1	75	0	0	0	3	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	True	False	0
115	0	13	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
348	0	11	0	1	90	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	True	False	False	False	False	False	True	False	True	False	0
437	0	11	7	2	130	0	0	0	0	0	0	0	0	3	-1	100	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	True	False	0
350	0	5	0	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	True	False	0
406	0	15	0	2	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	True	False	0
225	0	15	4	2	60	0	0	0	1	30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	True	False	0
434	0	15	7	2	130	0	0	0	0	0	0	0	0	3	-1	100	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	True	False	0
60	0	13	4	2	65	0	0	0	6	10	2	2	5	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	True	False	0
540	0	13	0	2	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	True	False	0
427	0	13	0	1	70	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	False	False	False	False	False	True	False	True	False	0
94	0	13	6	2	90	0	0	0	0	0	0	0	0	4	-1	10	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	True	False	0
473	0	13	0	2	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	True	False	0
95	0	13	1	0	0	0	0	0	2	100	2	2	4	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	True	False	0
614	0	4	0	1	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	True	False	0
615	0	4	0	1	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	True	False	0
74	0	11	2	0	0	0	0	0	0	0	0	0	0	1	1	100	3	1	100	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
78	0	11	1	0	0	0	0	0	1	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	True	False	0
428	0	13	0	1	80	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	True	False	0
219	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
245	0	0	0	1	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	True	False	0
39	0	0	2	0	0	0	0	0	0	0	0	0	0	2	-1	100	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	True	False	0
54	0	14	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
122	0	7	4	1	30	0	0	0	1	30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	True	False	0
404	0	6	0	1	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	True	False	False	False	False	False	True	False	True	False	0
76	0	11	0	2	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	True	False	0
19	0	2	0	1	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	True	False	0
71	0	11	8	2	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	False	False	False	False	False	False	False	False	True	True	False	True	False	0
328	0	4	4	1	20	0	0	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	True	False	0
209	0	12	4	1	65	0	0	0	1	30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	True	False	0
129	0	0	0	2	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	True	False	0
38	0	0	0	1	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-33	0	False	False	True	False	False	False	False	False	False	True	False	True	False	0
446	0	5	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
575	0	16	2	0	0	0	0	0	0	0	0	0	0	1	-1	100	3	-1	100	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	True	False	0
592	0	10	4	2	110	0	0	0	4	30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	True	False	False	False	False	True	False	0
444	0	5	0	1	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	True	False	0
247	0	7	6	2	80	0	0	0	0	0	0	0	0	4	-1	20	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	True	False	0
421	0	7	0	1	70	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	True	False	0
33	0	0	0	1	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	True	False	0
127	0	10	0	1	80	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	True	False	0
331	0	11	0	1	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	True	False	0
239	0	15	0	2	40	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	True	False	0
334	0	8	2	0	0	0	0	0	0	0	0	0	0	2	1	100	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
100	0	13	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
340	0	2	4	1	85	0	0	0	1	30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	True	False	0
679	0	6	0	1	80	0	0	0	0	0	0	0	0	1	-1	100	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	True	False	0
151	0	3	2	0	0	0	0	0	0	0	0	0	0	2	1	100	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
369	0	6	0	1	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	True	False	0
36	0	0	0	1	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	0	False	False	True	False	False	False	False	False	False	True	False	True	False	0
332	0	2	0	1	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	True	False	0
17	0	2	0	1	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	True	False	0
236	0	17	3	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	True	True	True	False	False	False	0
556	0	14	0	1	85	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	True	False	0
14	0	0	2	0	0	0	0	0	0	0	0	0	0	1	1	100	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
22	0	11	0	1	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	True	False	0
64	0	2	0	1	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	True	False	0
400	0	16	0	1	70	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	True	False	False	False	False	False	True	False	True	False	0
574	0	17	0	2	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	True	False	True	False	0
269	0	16	1	0	0	0	0	0	11	100	2	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	True	False	True	False	0
48	0	0	1	0	0	0	0	0	6	100	2	2	5	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	True	False	True	False	0
452	0	11	0	1	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-33	0	False	False	True	False	False	False	False	False	False	True	False	True	False	0
532	0	11	8	1	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	False	False	True	False	False	False	False	False	True	True	False	True	False	0
313	0	16	2	0	0	0	0	0	0	0	0	0	0	4	-1	100	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	True	False	0
250	0	10	4	2	20	0	0	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	True	False	0
784	0	15	0	1	60	0	0	0	0	0	0	0	0	1	-1	100	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	True	False	0
528	0	12	0	1	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-25	0	False	False	True	False	False	False	False	False	False	True	False	True	False	0
417	0	16	2	0	0	0	0	0	0	0	0	0	0	3	1	100	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
73	0	11	1	0	0	0	0	0	18	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	True	False	8
584	0	17	0	2	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	True	False	False	False	False	True	False	True	False	0
118	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	0
120	0	0	0	1	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	True	False	0
105	0	0	3	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	True	True	True	False	False	False	0
523	0	4	0	1	60	0	0	0	0	0	0	0	0	5	-1	100	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	True	False	0
601	0	17	2	0	0	0	0	0	0	0	0	0	0	3	1	100	4	1	100	5	1	100	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
89	0	4	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	True	False	0
29	0	0	0	1	70	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	True	False	0
583	0	17	6	1	90	0	0	0	0	0	0	0	0	1	-1	10	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	True	False	0
268	0	12	2	0	0	0	0	0	0	0	0	0	0	4	1	100	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
85	1	12	4	2	90	0	0	0	1	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
442	1	8	0	1	80	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	False	False	0
231	1	8	6	1	100	0	0	0	0	0	0	0	0	2	-1	30	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	False	False	0
710	1	10	6	1	85	0	0	0	0	0	0	0	0	2	-1	20	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	False	False	0
453	1	10	0	1	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	False	False	0
392	1	10	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	True	False	True	False	False	False	0
399	1	16	0	2	80	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
204	1	17	2	0	0	0	0	0	0	0	0	0	0	1	-1	100	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	True	False	0
91	1	4	0	1	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	False	False	0
234	1	0	3	0	0	0	40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	True	True	True	False	False	False	0
109	1	7	1	0	0	0	0	0	6	100	2	2	5	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	True	False	0
555	1	16	6	2	55	0	0	0	0	0	0	0	0	3	-1	100	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	True	False	False	False	0
61	1	10	6	2	65	0	0	0	0	0	0	0	0	5	-1	10	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
586	1	0	0	2	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
223	1	1	4	1	100	0	0	0	6	100	2	2	5	0	0	0	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	False	False	0
418	1	8	0	1	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	False	False	0
339	1	1	2	0	0	0	0	0	0	0	0	0	0	1	1	100	2	1	100	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
344	1	12	4	1	120	0	0	0	1	10	1	0	0	0	0	0	0	0	0	0	0	0	-25	0	False	False	True	False	False	False	False	False	False	True	False	False	False	0
521	1	12	0	2	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
542	1	2	4	2	110	0	0	0	6	30	2	2	5	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	True	False	False	False	False	True	False	False	False	0
693	1	16	0	1	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	False	False	0
413	1	2	0	1	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-33	0	False	False	True	False	False	False	False	False	False	True	False	False	False	0
153	1	0	0	1	250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
126	1	9	4	2	110	0	0	0	4	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
414	1	4	6	2	90	0	0	0	0	0	0	0	0	4	-1	10	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
591	1	5	7	1	100	0	0	0	0	0	0	0	0	2	1	50	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	False	False	False	False	0
441	1	3	4	1	120	0	0	0	5	30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
84	1	12	4	2	40	0	0	0	1	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
98	1	0	0	1	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	False	False	0
86	1	12	1	0	0	0	0	0	1	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	True	False	0
192	1	12	4	2	120	0	0	0	1	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
613	1	2	8	2	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	False	False	False	False	False	False	False	False	True	False	False	False	False	0
40	1	3	4	1	30	0	0	0	5	30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
390	1	3	11	0	0	0	0	0	5	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
92	1	3	1	0	0	0	0	0	5	100	1	15	15	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	True	False	0
398	1	3	4	1	80	0	0	0	5	30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	False	False	0
77	1	3	1	0	0	0	0	0	5	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	True	False	0
407	1	15	0	1	100	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	False	False	0
337	1	15	0	1	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	False	False	0
577	1	17	8	2	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	False	False	True	False	False	False	False	False	True	True	False	False	False	0
529	1	4	0	1	80	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	False	False	0
133	1	13	2	0	0	0	0	0	0	0	0	0	0	4	1	100	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
403	1	2	0	2	75	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	False	False	False	False	False	True	False	False	False	0
412	1	11	6	2	90	0	0	0	0	0	0	0	0	4	-1	10	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
108	1	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
527	1	12	6	2	55	0	0	0	0	0	0	0	0	5	-1	100	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
297	1	2	2	0	0	0	0	0	0	0	0	0	0	1	-1	100	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	True	False	0
317	1	5	6	1	60	0	0	0	0	0	0	0	0	5	-1	100	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
200	1	15	0	1	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	False	False	0
202	1	11	8	2	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	False	False	False	False	False	False	False	False	True	True	False	False	False	0
416	1	0	0	1	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	False	False	0
566	1	7	0	1	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	False	False	0
616	1	4	0	1	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
612	1	1	7	1	40	0	0	0	0	0	0	0	0	1	1	100	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	False	False	0
396	1	1	0	2	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
211	1	8	7	1	70	0	0	0	0	0	0	0	0	2	1	10	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	False	False	0
56	1	10	0	2	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
304	1	0	0	2	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	True	False	False	False	0
748	1	1	2	0	0	0	0	0	0	0	0	0	0	9	1	100	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
63	1	0	0	2	150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
617	1	17	0	2	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-50	0	False	False	False	False	False	False	False	False	False	False	False	False	False	0
150	1	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
75	1	11	0	1	55	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	True	False	False	False	False	False	True	False	False	False	0
567	1	7	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	True	False	0
282	1	16	0	1	65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	False	False	0
484	1	8	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	False	False	0
137	1	0	2	0	0	0	0	0	1	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	True	False	0
188	1	3	4	2	90	0	0	0	5	30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
482	1	3	4	2	95	0	0	0	5	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
535	1	9	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	False	False	0
113	1	13	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
576	1	16	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	True	False	0
52	1	9	4	2	40	0	0	0	4	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
46	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	True	False	False	False	0
424	1	9	4	1	65	0	0	5	4	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	False	False	0
7	1	9	4	1	75	0	0	0	4	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	False	False	0
83	1	9	4	2	20	0	0	0	0	0	0	5	6	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
609	1	12	4	1	20	0	0	0	1	100	1	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	False	False	0
195	1	0	1	0	0	0	0	0	20	100	2	4	4	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	True	False	False	False	0
435	1	12	4	2	80	0	0	0	1	30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
59	1	14	4	2	110	0	0	0	3	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	True	False	False	False	False	True	False	False	False	0
18	1	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	True	True	False	False	False	True	False	False	False	0
436	1	9	4	2	80	0	0	0	4	30	1	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
560	1	1	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	False	False	0
394	1	9	4	1	120	0	0	0	4	10	1	0	0	0	0	0	0	0	0	0	0	0	-33	0	False	False	True	False	False	False	True	False	False	True	False	False	False	0
573	1	14	4	2	70	0	0	0	3	10	1	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
526	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	100	3	1	100	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
162	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	False	False	2
370	1	1	7	1	120	0	0	0	0	0	0	0	0	2	-1	100	4	-1	100	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	False	False	0
81	1	6	2	0	0	0	0	0	0	0	0	0	0	5	-1	100	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	True	False	0
249	1	1	6	1	40	0	0	0	0	0	0	0	0	2	-1	50	0	0	0	0	0	0	0	0	False	False	True	False	False	False	False	False	False	True	False	False	False	0
157	1	5	0	1	75	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
88	1	5	0	1	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	False	False	False	False	True	False	False	False	0
103	1	0	2	0	0	0	0	0	0	0	0	0	0	2	-1	100	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	True	False	True	False	0
593	1	13	0	2	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	0
621	1	16	7	1	100	0	0	0	0	0	0	0	0	2	-1	100	0	0	0	0	0	0	0	0	False	False	False	False	False	True	False	False	False	False	False	False	False	0
